@relation 'Telco_Cusomer_Churn-weka.filters.unsupervised.attribute.Remove-R1-2,7-8-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-8,10-11,13,15-16'

@attribute tenure numeric
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute Churn {No,Yes}

@data
56,'No internet service','No internet service','Two year','Credit card (automatic)',Yes
31,No,Yes,Month-to-month,'Credit card (automatic)',Yes
45,'No internet service','No internet service','One year','Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
2,No,No,Month-to-month,'Mailed check',Yes
6,'No internet service','No internet service',Month-to-month,'Mailed check',No
48,No,No,'One year','Electronic check',No
25,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
64,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
50,Yes,No,Month-to-month,'Mailed check',No
52,No,No,'One year','Bank transfer (automatic)',No
4,No,No,Month-to-month,'Electronic check',No
32,No,No,Month-to-month,'Electronic check',No
45,Yes,Yes,'Two year','Credit card (automatic)',No
9,Yes,No,Month-to-month,'Electronic check',No
66,No,Yes,'One year','Credit card (automatic)',Yes
3,No,No,Month-to-month,'Electronic check',Yes
54,'No internet service','No internet service','Two year','Mailed check',No
1,No,Yes,Month-to-month,'Electronic check',Yes
64,Yes,Yes,'Two year','Bank transfer (automatic)',No
31,No,No,Month-to-month,'Electronic check',Yes
14,No,No,Month-to-month,'Mailed check',Yes
12,Yes,No,'One year','Credit card (automatic)',No
67,Yes,Yes,'One year','Bank transfer (automatic)',No
35,Yes,Yes,Month-to-month,'Electronic check',Yes
45,Yes,Yes,'Two year','Mailed check',No
10,No,No,Month-to-month,'Mailed check',No
29,Yes,No,Month-to-month,'Bank transfer (automatic)',No
24,'No internet service','No internet service','One year','Bank transfer (automatic)',No
66,'No internet service','No internet service','Two year','Mailed check',No
51,Yes,No,'One year','Mailed check',No
45,'No internet service','No internet service','Two year','Mailed check',No
49,'No internet service','No internet service','One year','Credit card (automatic)',No
29,'No internet service','No internet service','Two year','Mailed check',No
40,Yes,Yes,Month-to-month,'Credit card (automatic)',No
37,No,No,Month-to-month,'Electronic check',Yes
25,No,No,Month-to-month,'Electronic check',No
22,No,No,Month-to-month,'Electronic check',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
7,No,No,Month-to-month,'Credit card (automatic)',Yes
33,No,Yes,'Two year','Credit card (automatic)',No
23,No,Yes,Month-to-month,'Mailed check',No
24,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Electronic check',Yes
69,Yes,Yes,'Two year','Mailed check',No
3,'No internet service','No internet service','One year','Credit card (automatic)',No
56,No,Yes,'One year','Bank transfer (automatic)',No
65,Yes,Yes,'One year','Credit card (automatic)',No
71,'No internet service','No internet service','One year','Electronic check',No
14,No,No,Month-to-month,'Bank transfer (automatic)',No
2,No,No,Month-to-month,'Electronic check',No
32,No,No,'One year','Electronic check',Yes
40,Yes,No,Month-to-month,'Electronic check',No
1,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
7,No,No,Month-to-month,'Mailed check',No
15,No,No,Month-to-month,'Electronic check',No
17,Yes,No,Month-to-month,'Electronic check',Yes
19,No,No,Month-to-month,'Electronic check',Yes
71,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
54,Yes,Yes,'Two year','Bank transfer (automatic)',No
31,Yes,Yes,Month-to-month,'Credit card (automatic)',No
11,Yes,No,Month-to-month,'Electronic check',No
18,No,No,Month-to-month,'Electronic check',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
71,No,No,Month-to-month,'Credit card (automatic)',No
5,No,Yes,Month-to-month,'Credit card (automatic)',No
38,No,Yes,'One year','Credit card (automatic)',No
5,No,Yes,Month-to-month,'Bank transfer (automatic)',No
2,No,No,Month-to-month,'Electronic check',Yes
52,Yes,No,'Two year','Bank transfer (automatic)',No
8,No,No,Month-to-month,'Electronic check',Yes
68,No,No,'Two year','Electronic check',No
69,'No internet service','No internet service','One year','Credit card (automatic)',No
42,Yes,Yes,Month-to-month,'Credit card (automatic)',No
50,No,Yes,'Two year','Mailed check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
1,Yes,No,Month-to-month,'Electronic check',Yes
33,No,No,Month-to-month,'Credit card (automatic)',No
7,'No internet service','No internet service',Month-to-month,'Mailed check',No
64,Yes,No,Month-to-month,'Electronic check',No
1,No,No,Month-to-month,'Electronic check',Yes
59,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
6,No,No,Month-to-month,'Electronic check',No
3,'No internet service','No internet service',Month-to-month,'Mailed check',No
15,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
13,No,No,'One year','Electronic check',No
23,No,No,Month-to-month,'Credit card (automatic)',No
31,Yes,No,Month-to-month,'Electronic check',No
29,Yes,Yes,'One year','Electronic check',No
49,'No internet service','No internet service','One year','Credit card (automatic)',No
56,No,No,Month-to-month,'Bank transfer (automatic)',No
63,Yes,Yes,'Two year','Credit card (automatic)',No
63,No,Yes,'Two year','Credit card (automatic)',No
24,Yes,No,Month-to-month,'Electronic check',No
36,No,Yes,'One year','Credit card (automatic)',No
9,No,No,Month-to-month,'Electronic check',Yes
3,No,No,Month-to-month,'Electronic check',Yes
21,Yes,Yes,'One year','Mailed check',No
13,'No internet service','No internet service','One year','Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
25,'No internet service','No internet service','One year','Mailed check',No
71,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
66,Yes,Yes,'One year','Bank transfer (automatic)',No
45,Yes,No,'One year','Electronic check',No
22,No,No,Month-to-month,'Credit card (automatic)',No
67,'No internet service','No internet service','One year','Bank transfer (automatic)',No
68,No,No,'Two year','Bank transfer (automatic)',No
0,'No internet service','No internet service','Two year','Mailed check',No
49,No,No,Month-to-month,'Credit card (automatic)',Yes
4,No,No,Month-to-month,'Mailed check',No
63,Yes,Yes,'One year','Credit card (automatic)',No
2,No,No,Month-to-month,'Bank transfer (automatic)',Yes
21,'No internet service','No internet service','One year','Mailed check',No
55,Yes,Yes,'Two year','Bank transfer (automatic)',Yes
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
17,'No internet service','No internet service','Two year','Mailed check',No
30,Yes,No,Month-to-month,'Bank transfer (automatic)',No
22,Yes,Yes,Month-to-month,'Mailed check',No
9,No,Yes,Month-to-month,'Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',No
21,No,No,Month-to-month,'Electronic check',Yes
19,No,Yes,Month-to-month,'Electronic check',No
69,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Electronic check',Yes
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
70,Yes,No,'Two year','Credit card (automatic)',No
66,Yes,Yes,Month-to-month,'Bank transfer (automatic)',No
7,No,No,Month-to-month,'Electronic check',No
46,Yes,Yes,Month-to-month,'Electronic check',No
39,Yes,Yes,Month-to-month,'Credit card (automatic)',Yes
32,No,No,Month-to-month,'Bank transfer (automatic)',No
24,No,No,Month-to-month,'Electronic check',No
6,No,No,Month-to-month,'Credit card (automatic)',Yes
37,Yes,Yes,Month-to-month,'Credit card (automatic)',No
8,'No internet service','No internet service',Month-to-month,'Mailed check',No
72,Yes,No,'Two year','Bank transfer (automatic)',No
71,Yes,Yes,'Two year','Credit card (automatic)',No
16,No,No,Month-to-month,'Bank transfer (automatic)',No
57,Yes,Yes,Month-to-month,'Bank transfer (automatic)',No
66,'No internet service','No internet service','One year','Bank transfer (automatic)',No
17,No,No,Month-to-month,'Electronic check',Yes
21,'No internet service','No internet service',Month-to-month,'Mailed check',No
66,Yes,No,'Two year','Credit card (automatic)',No
17,No,No,Month-to-month,'Bank transfer (automatic)',No
1,No,No,Month-to-month,'Mailed check',Yes
58,Yes,No,'One year','Credit card (automatic)',Yes
8,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
27,Yes,Yes,'One year','Credit card (automatic)',No
34,No,No,Month-to-month,'Mailed check',No
30,No,No,'One year','Bank transfer (automatic)',No
33,No,No,Month-to-month,'Credit card (automatic)',No
1,No,No,Month-to-month,'Electronic check',Yes
14,Yes,No,Month-to-month,'Mailed check',No
16,No,Yes,'One year','Credit card (automatic)',No
49,No,Yes,'Two year','Credit card (automatic)',No
19,No,Yes,Month-to-month,'Electronic check',Yes
70,Yes,Yes,'Two year','Bank transfer (automatic)',No
32,Yes,Yes,Month-to-month,'Bank transfer (automatic)',No
18,No,No,Month-to-month,'Electronic check',No
37,Yes,Yes,'Two year','Mailed check',No
4,No,No,Month-to-month,'Electronic check',No
16,Yes,No,Month-to-month,'Electronic check',No
17,No,No,Month-to-month,'Bank transfer (automatic)',No
19,Yes,No,Month-to-month,'Electronic check',No
60,No,No,'Two year','Credit card (automatic)',No
51,'No internet service','No internet service','Two year','Mailed check',No
28,'No internet service','No internet service','Two year','Credit card (automatic)',No
43,No,No,'Two year','Electronic check',No
42,'No internet service','No internet service','Two year','Electronic check',No
3,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Mailed check',No
3,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
63,Yes,No,'Two year','Credit card (automatic)',No
3,No,No,Month-to-month,'Electronic check',Yes
68,Yes,Yes,Month-to-month,'Electronic check',No
30,No,No,Month-to-month,'Electronic check',Yes
60,No,No,'Two year','Electronic check',No
15,No,Yes,Month-to-month,'Credit card (automatic)',Yes
45,No,No,Month-to-month,'Bank transfer (automatic)',No
70,Yes,Yes,'Two year','Credit card (automatic)',No
10,No,No,Month-to-month,'Electronic check',Yes
4,'No internet service','No internet service',Month-to-month,'Mailed check',No
1,No,No,Month-to-month,'Mailed check',Yes
68,'No internet service','No internet service','Two year','Credit card (automatic)',No
22,Yes,No,Month-to-month,'Bank transfer (automatic)',No
38,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Credit card (automatic)',Yes
18,No,Yes,Month-to-month,'Electronic check',No
29,No,Yes,Month-to-month,'Electronic check',No
16,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Electronic check',Yes
12,Yes,No,Month-to-month,'Bank transfer (automatic)',Yes
31,No,No,'One year','Electronic check',No
4,No,No,Month-to-month,'Electronic check',Yes
48,No,Yes,'One year','Mailed check',No
15,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',Yes
50,Yes,Yes,'One year','Credit card (automatic)',No
7,No,No,Month-to-month,'Bank transfer (automatic)',No
41,Yes,No,Month-to-month,'Bank transfer (automatic)',Yes
68,Yes,No,'Two year','Credit card (automatic)',No
26,No,No,Month-to-month,'Bank transfer (automatic)',No
57,No,Yes,'Two year','Credit card (automatic)',No
3,'No internet service','No internet service',Month-to-month,'Electronic check',No
1,'No internet service','No internet service',Month-to-month,'Mailed check',Yes
19,Yes,No,'One year','Bank transfer (automatic)',No
3,No,No,Month-to-month,'Electronic check',No
59,'No internet service','No internet service','Two year','Electronic check',No
1,No,No,Month-to-month,'Mailed check',Yes
42,Yes,No,Month-to-month,'Bank transfer (automatic)',No
7,No,No,Month-to-month,'Electronic check',Yes
67,'No internet service','No internet service','Two year','Credit card (automatic)',No
1,No,No,Month-to-month,'Electronic check',No
66,Yes,Yes,'Two year','Bank transfer (automatic)',No
61,No,No,Month-to-month,'Mailed check',No
4,'No internet service','No internet service','One year','Credit card (automatic)',No
42,Yes,No,Month-to-month,'Credit card (automatic)',Yes
64,No,No,'One year','Bank transfer (automatic)',No
54,Yes,Yes,'One year','Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Credit card (automatic)',No
54,'No internet service','No internet service','Two year','Bank transfer (automatic)',No
18,'No internet service','No internet service','Two year','Credit card (automatic)',No
3,No,No,Month-to-month,'Electronic check',No
1,No,No,Month-to-month,'Electronic check',Yes
72,Yes,Yes,'Two year','Credit card (automatic)',No
60,No,No,'One year','Electronic check',No
11,'No internet service','No internet service','One year','Mailed check',No
12,Yes,No,Month-to-month,'Electronic check',Yes
61,No,Yes,'One year','Credit card (automatic)',No
39,'No internet service','No internet service','Two year','Credit card (automatic)',No
55,No,No,Month-to-month,'Electronic check',Yes
17,Yes,No,Month-to-month,'Electronic check',Yes
37,'No internet service','No internet service','One year','Credit card (automatic)',No
72,'No internet service','No internet service','Two year','Mailed check',No
72,No,Yes,'Two year','Credit card (automatic)',No
8,Yes,Yes,Month-to-month,'Bank transfer (automatic)',No
22,'No internet service','No internet service',Month-to-month,'Mailed check',No
1,No,No,Month-to-month,'Electronic check',Yes
38,No,Yes,Month-to-month,'Credit card (automatic)',No
17,No,Yes,'One year','Electronic check',No
70,No,Yes,'Two year','Bank transfer (automatic)',No
72,Yes,Yes,'Two year','Credit card (automatic)',Yes
28,No,No,Month-to-month,'Electronic check',No
15,No,No,Month-to-month,'Bank transfer (automatic)',No
72,Yes,Yes,'Two year','Bank transfer (automatic)',No
11,No,No,Month-to-month,'Electronic check',Yes
8,No,No,Month-to-month,'Electronic check',Yes
57,No,Yes,'One year','Bank transfer (automatic)',No
1,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',Yes
46,Yes,No,Month-to-month,'Electronic check',No
30,'No internet service','No internet service','One year','Credit card (automatic)',No
10,Yes,No,Month-to-month,'Electronic check',No
23,Yes,No,Month-to-month,'Electronic check',Yes
32,Yes,No,Month-to-month,'Credit card (automatic)',No
13,Yes,No,Month-to-month,'Credit card (automatic)',No
39,No,Yes,'Two year','Electronic check',Yes
44,No,No,Month-to-month,'Credit card (automatic)',No
9,No,Yes,Month-to-month,'Mailed check',No
67,'No internet service','No internet service','Two year','Mailed check',No
9,No,No,Month-to-month,'Bank transfer (automatic)',Yes
15,No,No,Month-to-month,'Electronic check',Yes
71,No,No,'Two year','Bank transfer (automatic)',No
1,No,Yes,Month-to-month,'Credit card (automatic)',No
30,No,No,Month-to-month,'Electronic check',Yes
1,No,No,Month-to-month,'Electronic check',Yes
17,No,No,Month-to-month,'Mailed check',No
3,No,Yes,Month-to-month,'Electronic check',Yes
67,Yes,No,'Two year','Electronic check',Yes
1,'No internet service','No internet service',Month-to-month,'Bank transfer (automatic)',No
